recno,raj2000,dej2000,vmag,e_vmag,bmag,e_bmag,g_mag,e_g_mag,r_mag,e_r_mag,i_mag,e_i_mag,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,target_separation (deg)
14719877,288.617347,48.09859,15.99,0.132,,,,,15.724,0.051,,,Kepler-375,288.61787836287,48.09838898196,0.8137,-1.073,-5.836,-21.9181,4.07850808839762E-04
14719877,288.617347,48.09859,15.99,0.132,,,,,15.724,0.051,,,Kepler-375,288.61787836287,48.09838898196,0.8137,-1.073,-5.836,-21.9181,4.07850808839762E-04
14446728,288.641684,43.039798,15.458,0.018,16.238,0.113,15.752,0.077,15.117,0.025,14.833,0.062,Kepler-247,288.64252814942,43.03930474091,1.4938,5.556,16.75,-56.1,7.89912493209012E-04
14446728,288.641684,43.039798,15.458,0.018,16.238,0.113,15.752,0.077,15.117,0.025,14.833,0.062,Kepler-247,288.64252814942,43.03930474091,1.4938,5.556,16.75,-56.1,7.89912493209012E-04
14446728,288.641684,43.039798,15.458,0.018,16.238,0.113,15.752,0.077,15.117,0.025,14.833,0.062,Kepler-247,288.64252814942,43.03930474091,1.4938,5.556,16.75,-56.1,7.89912493209012E-04
14732151,288.64635,50.789414,13.45,0.015,13.846,0.0,13.602,0.015,13.211,0.069,13.037,0.092,Kepler-1047,288.64628895909,50.78900704872,1.2017,-4.788,-9.876,-43.52,4.08776736802539E-04
14732151,288.64635,50.789414,13.45,0.015,13.846,0.0,13.602,0.015,13.211,0.069,13.037,0.092,Kepler-1047,288.64628895909,50.78900704872,1.2017,-4.788,-9.876,-43.52,4.08776736802539E-04
14447395,288.660918,43.368017,13.588,0.016,14.112,0.037,13.724,0.025,13.494,0.043,13.289,0.026,Kepler-392,288.660751474925,43.36808519822560,1.4425,12.589,25.214,-75.51,1.38945019914163E-04
14447395,288.660918,43.368017,13.588,0.016,14.112,0.037,13.724,0.025,13.494,0.043,13.289,0.026,Kepler-392,288.660751474925,43.36808519822560,1.4425,12.589,25.214,-75.51,1.38945019914163E-04
14733933,288.66487,51.498506,15.249,0.084,16.126,0.06,15.57,0.025,14.931,0.012,14.683,0.0,Kepler-1829,288.66454515681,51.498437975570000,1.4393,-8.842,-13.519,0.0,2.13360840142802E-04
14717938,288.670426,47.398726,15.049,0.083,15.816,0.111,15.317,0.12,14.806,0.077,14.664,0.087,Kepler-587,288.67065667496,47.39914873712,1.2513,0.072,-5.532,4.5291,4.50651568717987E-04
58488642,288.672027,-59.579339,14.335,0.1,15.57,0.045,14.95,0.035,13.831,0.058,13.592,0.194,HATS-48 A,288.67197781574,-59.57937698556,3.6847,3.172,6.153,0.0,4.54215901815776E-05
14432901,288.688744,41.151141,11.115,0.042,11.643,0.025,11.312,0.0,10.961,0.028,10.941,0.055,Kepler-65,288.68871496176000,41.15116951055000,3.3184,1.256,-14.388,-17.492,3.59295724776872E-05
14432901,288.688744,41.151141,11.115,0.042,11.643,0.025,11.312,0.0,10.961,0.028,10.941,0.055,Kepler-65,288.68871496176000,41.15116951055000,3.3184,1.256,-14.388,-17.492,3.59295724776872E-05
14432901,288.688744,41.151141,11.115,0.042,11.643,0.025,11.312,0.0,10.961,0.028,10.941,0.055,Kepler-65,288.68871496176000,41.15116951055000,3.3184,1.256,-14.388,-17.492,3.59295724776872E-05
14416119,288.694772,39.883164,15.37,0.016,16.491,0.047,15.925,0.029,15.075,0.047,14.76,0.159,Kepler-1470,288.69503407916,39.88319494369,1.6775,-15.432,-26.657,0.0,2.03474016154657E-04
14401467,288.69858,39.708208,14.088,0.038,14.891,0.037,14.465,0.015,13.933,0.049,13.765,0.071,Kepler-626,288.69866922848,39.70826850908,1.5782,2.421,-14.887,35.97,9.15061147820461E-05
14670803,288.739052,46.76245,13.899,0.047,14.594,0.062,14.195,0.026,13.725,0.027,13.62,0.05,Kepler-219,288.7389562936,46.76258080744,1.2577,-1.307,2.816,-15.7556,1.46317644895152E-04
14670803,288.739052,46.76245,13.899,0.047,14.594,0.062,14.195,0.026,13.725,0.027,13.62,0.05,Kepler-219,288.7389562936,46.76258080744,1.2577,-1.307,2.816,-15.7556,1.46317644895152E-04
14670803,288.739052,46.76245,13.899,0.047,14.594,0.062,14.195,0.026,13.725,0.027,13.62,0.05,Kepler-219,288.7389562936,46.76258080744,1.2577,-1.307,2.816,-15.7556,1.46317644895152E-04
14719145,288.750776,47.490798,15.052,0.083,15.796,0.136,15.284,0.031,14.769,0.072,14.591,0.056,Kepler-1885,288.75073241442,47.49094109068,1.2013,-3.33,-4.75,-5.6026,1.46090077262251E-04
14719943,288.754913,48.226093,15.83,0.053,16.621,0.074,16.145,0.027,15.605,0.034,15.393,0.033,Kepler-664,288.75489346561,48.22618954921,0.7905,1.456,3.126,-17.6904,9.74223038697228E-05
14401274,288.754922,39.563689,14.643,0.044,15.761,0.265,15.483,0.796,14.344,0.09,14.065,0.116,Kepler-578,288.75495289391,39.563660304,1.8453,6.319,8.294,-39.08,3.72919976490039E-05
14417867,288.771093,40.664133,14.812,0.052,15.626,0.03,15.187,0.006,14.631,0.041,14.478,0.01,Kepler-903,288.77101929719,40.664199887390000,0.7246,-0.99,-5.295,-73.91,8.71749942562826E-05
14417867,288.771093,40.664133,14.812,0.052,15.626,0.03,15.187,0.006,14.631,0.041,14.478,0.01,Kepler-903,288.77101929719,40.664199887390000,0.7246,-0.99,-5.295,-73.91,8.71749942562826E-05
14436195,288.771916,42.213263,15.383,0.09,15.81,0.131,15.478,0.05,15.179,0.107,14.999,0.139,Kepler-1262,288.77183109514,42.21321752660000,0.8929,-0.412,-11.181,0.0,7.76036037023602E-05
14719826,288.792982,48.040191,14.476,0.027,15.056,0.029,14.688,0.032,14.36,0.026,14.227,0.066,Kepler-117,288.79304232384,48.0402181006,0.6738,3.53,-9.779,-12.2971,4.8592163141567E-05
14719826,288.792982,48.040191,14.476,0.027,15.056,0.029,14.688,0.032,14.36,0.026,14.227,0.066,Kepler-117,288.79304232384,48.0402181006,0.6738,3.53,-9.779,-12.2971,4.8592163141567E-05
14416046,288.812086,39.770654,14.008,0.063,14.86,0.049,14.381,0.0,13.838,0.078,13.615,0.0,Kepler-319,288.81196157636,39.77066815679,1.9666,2.963,-5.831,11.86,9.66755526357294E-05
14416046,288.812086,39.770654,14.008,0.063,14.86,0.049,14.381,0.0,13.838,0.078,13.615,0.0,Kepler-319,288.81196157636,39.77066815679,1.9666,2.963,-5.831,11.86,9.66755526357294E-05
14416046,288.812086,39.770654,14.008,0.063,14.86,0.049,14.381,0.0,13.838,0.078,13.615,0.0,Kepler-319,288.81196157636,39.77066815679,1.9666,2.963,-5.831,11.86,9.66755526357294E-05
14401251,288.820662,39.522901,14.924,0.035,15.713,0.061,15.545,0.498,14.698,0.071,14.525,0.109,Kepler-1155,288.82059551608000,39.5228316512,0.747,1.837,9.183,0.0,8.62512530183598E-05
14417167,288.822838,40.389024,14.565,0.033,15.294,0.038,14.886,0.014,14.41,0.036,14.387,0.034,Kepler-904,288.82291706829000,40.38904706812,0.9976,-2.998,-8.62,0.0,6.44902203099574E-05
14719153,288.831297,47.551978,14.014,0.045,14.786,0.123,14.316,0.119,13.8,0.061,13.572,0.09,Kepler-1371,288.83139526850000,47.55199567974,2.0456,4.675,-4.734,-25.7607,6.86394639768717E-05
14719153,288.831297,47.551978,14.014,0.045,14.786,0.123,14.316,0.119,13.8,0.061,13.572,0.09,Kepler-1371,288.83139526850000,47.55199567974,2.0456,4.675,-4.734,-25.7607,6.86394639768717E-05
14659980,288.833864,44.838319,15.01,0.024,15.959,0.023,15.377,0.02,14.816,0.036,14.6,0.017,Kepler-1198,288.83397772625,44.83824536702,1.342,-1.951,-11.004,0.0,1.09202339175435E-04
14732567,288.848867,51.208982,12.557,0.01,13.151,0.012,12.769,0.014,12.337,0.032,12.102,0.0,Kepler-858,288.84863535664,51.20904857106,3.3182,31.998,-2.587,-27.7139,1.59660827737487E-04
14719933,288.855155,48.208476,13.92,0.016,14.408,0.033,14.129,0.029,13.864,0.033,13.798,0.076,Kepler-812,288.85529587803,48.20854040248,0.691,-2.134,-5.443,6.5549,1.1385042658247E-04
14719298,288.868029,47.759487,12.886,0.101,13.488,0.117,13.123,0.085,12.776,0.067,12.618,0.086,Kepler-782,288.8682260992700,47.75942068162000,2.2169,3.119,11.428,-67.8771,1.48169141601562E-04
14416026,288.883324,39.744632,14.75,0.023,15.513,0.055,15.082,0.043,14.62,0.021,14.671,0.333,Kepler-1500,288.8833642823,39.74457495491,0.8221,19.591,18.53,0.0,6.49113079355027E-05
14659940,288.886575,44.839452,15.635,0.04,16.376,0.041,15.897,0.023,15.378,0.017,15.299,0.026,Kepler-1372,288.88662447383,44.839540926600000,0.764,-5.764,-17.12,0.0,9.55961649097956E-05
14726697,288.902263,49.370467,14.01,0.044,14.798,0.009,14.346,0.021,13.813,0.062,13.618,0.05,Kepler-468,288.90225831319,49.3704858745,2.2518,3.721,-18.121,-8.35,1.91196436423134E-05
14726877,288.921872,49.761951,14.974,0.051,15.712,0.019,15.29,0.029,14.778,0.04,14.631,0.065,Kepler-594,288.92161353117,49.76204253881000,1.2774,16.857,-4.368,-12.43,1.90408848560948E-04
14663736,288.924068,46.057601,14.347,0.031,15.027,0.042,14.635,0.054,14.194,0.037,14.079,0.069,Kepler-1156,288.92405310822,46.05762373286,1.4376,5.967,-8.643,-28.0097,2.49714414367736E-05
14659888,288.955446,44.705662,16.138,0.017,17.175,0.019,16.529,0.032,16.021,0.063,15.782,0.084,Kepler-1887,288.9554818184500,44.70568593559,0.6968,7.337,4.878,0.0,3.49425750264866E-05
14436120,288.960897,42.265408,14.083,0.068,14.477,0.088,14.153,0.045,13.911,0.055,13.753,0.071,Kepler-60,288.96124318363,42.26501396138,0.9353,1.781,7.722,-34.97,4.69999513556125E-04
14436120,288.960897,42.265408,14.083,0.068,14.477,0.088,14.153,0.045,13.911,0.055,13.753,0.071,Kepler-60,288.96124318363,42.26501396138,0.9353,1.781,7.722,-34.97,4.69999513556125E-04
14436120,288.960897,42.265408,14.083,0.068,14.477,0.088,14.153,0.045,13.911,0.055,13.753,0.071,Kepler-60,288.96124318363,42.26501396138,0.9353,1.781,7.722,-34.97,4.69999513556125E-04
14659876,288.971803,44.624582,11.889,0.022,12.724,0.034,12.221,0.028,11.742,0.033,11.575,0.017,Kepler-953,288.97154593763,44.62453179958,1.4034,13.98,26.197,-25.1819,1.89719823394203E-04
14659876,288.971803,44.624582,11.889,0.022,12.724,0.034,12.221,0.028,11.742,0.033,11.575,0.017,Kepler-953,288.97154593763,44.62453179958,1.4034,13.98,26.197,-25.1819,1.89719823394203E-04
14416283,288.984431,40.064543,12.36,0.026,13.136,0.027,12.716,0.017,12.231,0.03,12.199,0.164,Kepler-103,288.98455805596,40.06452383838,1.9752,-1.216,-8.866,-28.28,9.91084584137032E-05
14416283,288.984431,40.064543,12.36,0.026,13.136,0.027,12.716,0.017,12.231,0.03,12.199,0.164,Kepler-103,288.98455805596,40.06452383838,1.9752,-1.216,-8.866,-28.28,9.91084584137032E-05
14670719,288.992585,46.670721,15.409,0.04,16.071,0.013,15.648,0.02,15.326,0.172,15.159,0.0,Kepler-881,288.99257820432,46.67073244407,0.6677,-4.033,-18.845,-6.8212,1.23576496004713E-05
14434591,288.994476,41.63332,15.207,0.032,16.021,0.017,15.509,0.04,14.946,0.063,14.8,0.084,Kepler-701,288.9941528306700,41.63328918518,1.2848,4.718,5.404,0.0,2.43498332637509E-04
14726842,289.029941,49.769808,14.761,0.074,15.565,0.044,15.09,0.021,14.548,0.042,14.341,0.097,Kepler-1023,289.02976546339000,49.76972227531,1.4492,-6.341,-4.396,-15.28,1.42133654660426E-04
14416293,289.032922,40.0869,12.905,0.02,13.635,0.027,13.229,0.021,12.771,0.02,12.709,0.106,Kepler-1300,289.03302371175000,40.08688915211,1.2755,5.24,6.732,-32.59,7.8568956401296E-05
14443118,289.042221,42.882505,13.167,0.026,13.703,0.039,13.304,0.032,12.976,0.037,12.776,0.02,Kepler-1035,289.0421939203780,42.88253459085940,1.753,8.359,-8.237,-66.32,3.56279109133124E-05
14671283,289.064466,47.117131,14.598,0.043,15.298,0.101,14.878,0.085,14.425,0.036,14.326,0.057,Kepler-1787,289.06431175123,47.11743948219000,1.2753,-1.202,-8.228,-5.787,3.25851466199666E-04
14730180,289.064428,50.460997,13.859,0.051,14.319,0.181,13.979,0.082,13.66,0.102,13.463,0.059,Kepler-1327,289.06488433620000,50.46100683278,1.449,-11.384,-20.574,-2.1,2.90671477825818E-04
28497174,289.066668,-17.910663,11.678,0.013,12.509,0.015,12.04,0.005,11.42,0.033,11.225,0.012,K2-139,289.06653850044,-17.910669309130000,6.5372,37.228,-10.551,-30.51,1.23385054877849E-04
14673001,289.072043,47.406895,15.063,0.058,16.389,0.09,15.74,0.112,14.49,0.054,13.897,0.05,Kepler-994,289.07218947083,47.40705494251,5.3283,-17.964,-31.815,15.7238,1.88170816477075E-04
14417504,289.074139,40.36604,13.564,0.094,14.369,0.029,13.883,0.02,13.419,0.152,13.236,0.075,Kepler-1576,289.07397442733,40.36603734083,2.1769,-1.831,-3.129,-26.63,1.2541978682391E-04
14734148,289.075902,51.757438,12.283,0.016,13.675,0.008,12.965,0.006,11.718,0.025,11.127,0.0,Kepler-16,289.07573265789,51.75743964614000,13.2806,14.092,-48.939,-32.36,1.04834333667038E-04
14663679,289.077447,46.005167,14.146,0.046,14.823,0.043,14.434,0.062,13.979,0.031,13.896,0.033,Kepler-33,289.0775416613,46.00522601566000,0.8136,-1.107,-13.099,14.5472,8.83518745589833E-05
14663679,289.077447,46.005167,14.146,0.046,14.823,0.043,14.434,0.062,13.979,0.031,13.896,0.033,Kepler-33,289.0775416613,46.00522601566000,0.8136,-1.107,-13.099,14.5472,8.83518745589833E-05
14663679,289.077447,46.005167,14.146,0.046,14.823,0.043,14.434,0.062,13.979,0.031,13.896,0.033,Kepler-33,289.0775416613,46.00522601566000,0.8136,-1.107,-13.099,14.5472,8.83518745589833E-05
14663679,289.077447,46.005167,14.146,0.046,14.823,0.043,14.434,0.062,13.979,0.031,13.896,0.033,Kepler-33,289.0775416613,46.00522601566000,0.8136,-1.107,-13.099,14.5472,8.83518745589833E-05
14663679,289.077447,46.005167,14.146,0.046,14.823,0.043,14.434,0.062,13.979,0.031,13.896,0.033,Kepler-33,289.0775416613,46.00522601566000,0.8136,-1.107,-13.099,14.5472,8.83518745589833E-05
14719709,289.083384,48.018188,14.945,0.034,15.712,0.052,15.225,0.031,14.792,0.057,14.622,0.142,Kepler-809,289.08362808325,48.0181210243,1.0495,0.666,-12.114,-65.22,1.76469716189393E-04
14434526,289.086098,41.562999,11.849,0.027,12.46,0.027,12.061,0.023,11.673,0.039,11.601,0.016,Kepler-92,289.08606120509,41.56295953201,2.0776,-0.086,14.596,-40.3227,4.81214610172445E-05
14434526,289.086098,41.562999,11.849,0.027,12.46,0.027,12.061,0.023,11.673,0.039,11.601,0.016,Kepler-92,289.08606120509,41.56295953201,2.0776,-0.086,14.596,-40.3227,4.81214610172445E-05
14434526,289.086098,41.562999,11.849,0.027,12.46,0.027,12.061,0.023,11.673,0.039,11.601,0.016,Kepler-92,289.08606120509,41.56295953201,2.0776,-0.086,14.596,-40.3227,4.81214610172445E-05
30468089,289.091795,-15.771407,12.708,0.037,13.5,0.026,13.072,0.014,12.47,0.065,12.263,0.044,K2-231,289.09182878389,-15.77110561221,3.1896,-1.021,-26.078,41.61,3.03136330950931E-04
14449477,289.096977,44.004247,14.604,0.034,15.284,0.039,14.846,0.021,14.469,0.055,14.349,0.036,Kepler-750,289.09686374912000,44.004379865740000,0.784,-6.078,-3.679,8.14,1.55849373153814E-04
14449477,289.096977,44.004247,14.604,0.034,15.284,0.039,14.846,0.021,14.469,0.055,14.349,0.036,Kepler-750,289.09686374912000,44.004379865740000,0.784,-6.078,-3.679,8.14,1.55849373153814E-04
14434965,289.103956,41.69007,15.625,0.05,16.36,0.018,15.88,0.023,15.369,0.026,15.299,0.099,Kepler-1958,289.10417993997,41.69013880483,0.7899,-2.707,-5.805,0.0,1.80829370795375E-04
14671267,289.134329,47.062671,15.167,0.0,15.962,0.151,15.476,0.069,15.031,0.0,14.914,0.0,Kepler-1287,289.13463380787,47.06301412114,0.968,-0.628,0.902,-36.3366,4.01053522431014E-04
14671266,289.133729,47.062998,,,,,,,15.003,0.0,14.918,0.075,Kepler-1287,289.13463380787,47.06301412114,0.968,-0.628,0.902,-36.3366,6.16560220330072E-04
14670937,289.142729,46.81287,16.236,0.042,16.94,0.108,16.475,0.07,15.99,0.054,,,Kepler-1175,289.14267416781,46.81287115891,0.8707,1.666,21.928,-115.238,3.75441280155591E-05
60154598,289.148631,-25.646317,13.639,0.019,15.182,0.08,14.347,0.048,13.041,0.032,11.705,0.041,K2-129,289.1483053275030,-25.64497963430310,36.1663,51.052,-312.101,-24.1,0.0013692121839442100
14673602,289.182678,47.873368,14.132,0.023,14.838,0.037,14.42,0.021,13.995,0.052,13.84,0.027,Kepler-1568,289.18266864613,47.87337309410000,1.0818,1.887,-9.978,-49.7872,8.08188104027842E-06
14730613,289.186856,50.937637,15.42,0.0,15.747,0.055,15.528,0.01,15.191,0.016,15.036,0.104,Kepler-1217,289.18667114389000,50.93756691735,0.7253,1.899,-1.276,0.0,1.35946762002033E-04
14446519,289.192024,44.148502,15.031,0.025,15.971,0.056,15.429,0.039,14.696,0.043,14.453,0.059,Kepler-1010,289.19262874397,44.14930471016,1.7049,-4.355,2.733,-3.45,9.12487222659769E-04
14670575,289.195221,46.651559,15.917,0.16,16.721,0.113,16.24,0.026,15.62,0.079,15.318,0.011,Kepler-1377,289.19545424159,46.65165535256,0.8207,-4.994,-11.589,-51.3959,1.86861775918843E-04
14725995,289.19962,49.305668,14.733,0.032,15.36,0.026,14.966,0.023,14.568,0.035,14.571,0.063,Kepler-347,289.19960978152000,49.305711280500000,0.7527,-1.554,-16.468,-67.6,4.37903306108865E-05
14725995,289.19962,49.305668,14.733,0.032,15.36,0.026,14.966,0.023,14.568,0.035,14.571,0.063,Kepler-347,289.19960978152000,49.305711280500000,0.7527,-1.554,-16.468,-67.6,4.37903306108865E-05
14725995,289.19962,49.305668,14.733,0.032,15.36,0.026,14.966,0.023,14.568,0.035,14.571,0.063,Kepler-347,289.19960978152000,49.305711280500000,0.7527,-1.554,-16.468,-67.6,4.37903306108865E-05
28477511,289.202317,-19.35604,12.756,0.021,13.258,0.043,12.972,0.005,12.654,0.015,12.595,0.021,HATS-12,289.20239505446,-19.355904042350000,2.2789,1.489,-4.304,-21.916,1.54621216168674E-04
14673611,289.21723,47.88423,11.813,0.009,12.597,0.034,12.148,0.031,11.694,0.051,11.449,0.042,Kepler-22,289.21745928205000,47.884430180050000,5.0627,-39.589,-66.773,-3.6192,2.52418715871272E-04
14726178,289.226282,49.548247,11.733,0.045,12.449,0.009,12.03,0.023,11.546,0.02,11.441,0.022,Kepler-63,289.22619223653,49.5481808507,5.1157,14.375,23.336,-21.9068,8.8133650822095E-05
14727212,289.233388,49.938952,11.977,0.038,12.487,0.017,12.142,0.027,11.861,0.026,11.78,0.033,Kepler-997,289.23339944847,49.93895170865,2.1187,-3.395,-13.133,-29.1677,7.37403278346898E-06
14673146,289.248939,47.650264,14.874,0.065,15.605,0.145,15.126,0.113,14.705,0.093,14.536,0.098,Kepler-981,289.24890240463,47.65009851222000,1.1602,0.427,3.626,-22.9374,1.67313954431724E-04
14442533,289.269328,42.604915,15.741,0.0,16.235,0.0,15.792,0.046,15.367,0.125,15.084,0.067,Kepler-46,289.26872068435,42.60417814679,1.2963,3.101,0.864,-21.3,8.6184173878017E-04
14442533,289.269328,42.604915,15.741,0.0,16.235,0.0,15.792,0.046,15.367,0.125,15.084,0.067,Kepler-46,289.26872068435,42.60417814679,1.2963,3.101,0.864,-21.3,8.6184173878017E-04
14659575,289.274501,44.47034,13.534,0.03,14.79,0.055,14.118,0.046,13.123,0.035,12.723,0.016,Kepler-1512,289.27447946098000,44.47031997029,3.5673,3.004,19.923,-18.8764,2.52476240343299E-05
14419351,289.289814,40.681626,14.756,0.063,15.665,0.037,15.134,0.01,14.497,0.049,14.344,0.065,Kepler-1438,289.2898210246,40.68166018171,0.9526,-0.365,-7.901,0.0,3.45943180771655E-05
14670472,289.296168,46.458043,13.538,0.051,14.36,0.023,13.888,0.015,13.318,0.05,13.216,0.077,Kepler-1012,289.29623830868,46.457970771120000,2.4145,-2.084,4.218,-11.1773,8.69650971487455E-05
57697407,289.297478,-60.891732,13.946,0.009,14.906,0.03,14.395,0.03,13.629,0.022,13.563,0.083,HATS-69,289.29735052845,-60.891682739610000,2.3553,8.695,-17.926,0.0,7.91948967263886E-05
14731601,289.311625,51.320877,15.359,0.0,15.979,0.0,15.574,0.028,15.09,0.081,15.129,0.0,Kepler-1334,289.31149744155,51.32085797496,0.8172,5.012,11.12,0.0,8.19574692724479E-05
31092562,289.314805,-2.774444,15.603,0.115,16.73,0.07,16.156,0.065,15.258,0.077,15.016,0.0,CoRoT-35,289.3143621115550,-2.7746860714175000,0.8328,-2.204,-5.222,0.0,5.0427089047754E-04
14671087,289.34145,46.988282,14.059,0.023,14.686,0.081,14.285,0.054,13.907,0.031,13.832,0.055,KOI-1783,289.34144592820000,46.988232019890000,1.1479,2.682,-17.884,-2.5968,5.00572302148281E-05
14671087,289.34145,46.988282,14.059,0.023,14.686,0.081,14.285,0.054,13.907,0.031,13.832,0.055,KOI-1783,289.34144592820000,46.988232019890000,1.1479,2.682,-17.884,-2.5968,5.00572302148281E-05
14656063,289.347382,44.208446,10.55,0.04,11.096,0.193,10.762,0.12,10.467,0.064,10.371,0.043,Kepler-126,289.34729402381,44.20853034028000,4.3258,11.553,-19.958,-21.05,1.05309523504374E-04
14656063,289.347382,44.208446,10.55,0.04,11.096,0.193,10.762,0.12,10.467,0.064,10.371,0.043,Kepler-126,289.34729402381,44.20853034028000,4.3258,11.553,-19.958,-21.05,1.05309523504374E-04
14656063,289.347382,44.208446,10.55,0.04,11.096,0.193,10.762,0.12,10.467,0.064,10.371,0.043,Kepler-126,289.34729402381,44.20853034028000,4.3258,11.553,-19.958,-21.05,1.05309523504374E-04
14671068,289.351578,46.974121,15.953,0.077,17.273,0.036,16.742,0.0,15.422,0.0,15.036,0.15,Kepler-1022,289.35202290665,46.97370520444,2.349,5.8,-16.42,0.0,5.14823224619806E-04
14730390,289.358668,50.598598,13.436,0.028,13.745,0.006,13.531,0.01,13.23,0.041,13.096,0.085,Kepler-1082,289.35869792773000,50.59848548574,1.3608,-3.573,-8.506,-22.5,1.14106663829462E-04
14434647,289.364474,41.53324,12.894,0.022,13.493,0.022,13.101,0.032,12.739,0.01,12.638,0.005,Kepler-1879,289.36437914825,41.53322198044,1.603,7.257,8.575,-30.1,7.32541643295846E-05
14420377,289.383466,41.392548,14.795,0.042,15.505,0.017,15.052,0.019,14.559,0.031,14.409,0.035,Kepler-927,289.38349746026,41.39269059702,1.2071,-2.913,-5.926,-28.19,1.44536966685769E-04
14730363,289.387991,50.596983,14.623,0.022,15.064,0.006,14.774,0.022,14.336,0.016,14.159,0.02,Kepler-373,289.38800835277,50.59704761327,0.9109,-2.654,-8.395,3.25,6.55454466001042E-05
14730363,289.387991,50.596983,14.623,0.022,15.064,0.006,14.774,0.022,14.336,0.016,14.159,0.02,Kepler-373,289.38800835277,50.59704761327,0.9109,-2.654,-8.395,3.25,6.55454466001042E-05
14434885,289.394597,41.782383,12.004,0.022,12.763,0.023,12.294,0.023,11.764,0.039,11.61,0.009,Kepler-1888,289.39469330178000,41.782342761220000,2.483,-24.408,-19.305,-38.0,8.23158307792804E-05
14731586,289.401584,51.250313,,,,,15.675,0.0,15.052,0.0,14.803,0.09,Kepler-681,289.39973163471000,51.25033026927,1.4597,0.686,-20.316,0.0,0.0011595594068952000
60186831,289.400504,-22.390059,14.018,0.081,14.657,0.019,14.268,0.012,13.865,0.039,13.506,0.234,HATS-11,289.40075059379,-22.38992268725,1.107,2.089,-20.093,-58.324,2.65644242200149E-04
14669493,289.410902,46.130964,15.258,0.048,15.92,0.034,15.509,0.055,15.029,0.078,14.929,0.113,Kepler-987,289.41105613585,46.130853114210000,1.0467,0.334,-2.037,9.9914,1.53966801089667E-04
14416360,289.417923,39.945053,13.513,0.033,14.506,0.032,13.967,0.008,13.308,0.015,13.107,0.011,Kepler-629,289.41784262325,39.9450304402,2.68,12.495,10.517,-53.08,6.56214710822619E-05
14670885,289.424046,46.726077,12.774,0.043,13.891,0.059,13.326,0.043,12.381,0.052,12.117,0.037,Kepler-1446,289.42395795055,46.72616637189,6.5978,12.383,-19.546,-31.1512,1.0784371516566E-04
14726117,289.434895,49.473796,15.073,0.013,15.736,0.021,15.293,0.019,14.863,0.035,14.735,0.029,Kepler-426,289.43466569661,49.47341828918,1.1461,0.172,8.516,0.0,4.06037860827333E-04
14412061,289.438113,39.270518,13.548,0.0,14.576,0.019,14.459,0.0,13.294,0.0,13.047,0.0,Kepler-1772,289.43811329898000,39.2703544804,1.1119,1.226,1.128,-52.6,1.63519763815815E-04
14726518,289.439087,49.731246,15.073,0.006,16.073,0.029,15.531,0.01,14.726,0.035,14.511,0.052,Kepler-1481,289.43900412374,49.73122154869,2.1394,0.511,0.253,-10.75,5.88855676488761E-05
14441526,289.441331,42.498194,15.533,0.038,16.003,0.039,15.614,0.045,15.284,0.045,15.177,0.058,Kepler-1204,289.44150165464,42.49814611349,0.8036,3.792,0.336,0.0,1.34627880226551E-04
14420303,289.444599,41.31778,13.893,0.023,14.792,0.035,14.258,0.017,13.631,0.05,13.429,0.018,Kepler-1081,289.44455417454,41.3177714772,2.3716,34.506,44.982,-25.52,3.47286155974025E-05
59950016,289.479251,-32.860118,11.036,0.033,11.747,0.047,11.352,0.008,10.849,0.059,10.677,0.08,WASP-123,289.47929793009,-32.85998681322,5.0088,-16.683,-31.97,17.34,1.36981758610504E-04
14730506,289.485861,50.944219,13.435,0.006,13.859,0.008,13.565,0.011,13.251,0.05,13.074,0.0,Kepler-1213,289.48582586336,50.94417532629,1.2545,2.412,4.952,-63.15,4.89644656175252E-05
14731930,289.5007,51.685713,14.083,0.025,14.706,0.033,14.326,0.017,13.929,0.021,,,Kepler-596,289.50068593084000,51.68572827381000,0.9787,-0.895,-4.106,-34.9,1.75889641113051E-05
14662093,289.506355,45.371004,11.631,0.026,12.285,0.129,11.895,0.087,11.55,0.079,11.39,0.025,Kepler-909,289.50636873787,45.3710202088,3.2212,1.781,-11.034,-27.5458,1.88644553249864E-05
14731532,289.521209,51.237478,14.187,0.025,14.758,0.015,14.367,0.021,13.977,0.029,13.856,0.0,Kepler-573,289.52116195671,51.23732045374,1.294,4.875,19.804,-38.14,1.6027581437665E-04
14420288,289.552818,41.297763,14.286,0.026,15.345,0.016,14.743,0.022,13.896,0.017,13.611,0.03,Kepler-1688,289.5530217869900,41.29784713072,1.9217,-2.903,1.44,4.9,1.74695476058018E-04
14445870,289.568535,43.538572,15.673,0.038,16.563,0.098,16.001,0.038,15.402,0.076,15.233,0.108,Kepler-933,289.56861065079,43.53859637923,0.9921,-14.311,-12.202,0.0,6.0014826808824E-05
14655825,289.59471,44.141788,15.684,0.027,16.716,0.016,16.114,0.042,15.374,0.044,15.169,0.024,Kepler-250,289.59475992732000,44.14193401521000,1.2825,0.564,-28.489,0.0,1.5034672994383E-04
14655825,289.59471,44.141788,15.684,0.027,16.716,0.016,16.114,0.042,15.374,0.044,15.169,0.024,Kepler-250,289.59475992732000,44.14193401521000,1.2825,0.564,-28.489,0.0,1.5034672994383E-04
